CustomerID,City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Customer Segment
416,810,95670,38.602723,-121.279913,1,0,0,0,49,1,2,1,0,0,0,0,0,0,0,0,1,75.2,3678.3,1,1,90,5283,8,At Risk
1975,838,95674,38.954144,-121.482536,0,0,0,0,17,1,2,0,0,0,2,0,0,0,1,1,3,55.85,937.5,1,1,76,5472,17,At Risk
5771,850,95678,38.759751,-121.288545,1,1,0,0,23,1,2,1,0,2,2,0,2,2,0,1,2,106.4,2483.5,1,1,79,5507,18,At Risk
4979,1010,95686,38.157794,-121.520223,1,0,0,0,6,1,0,1,0,2,0,0,0,2,0,1,2,84.4,556.35,1,1,77,4539,19,At Risk
2973,1115,95695,38.71967,-121.862416,0,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,2,56.25,389.1,1,1,95,4110,10,At Risk
3747,33,95703,38.983388,-120.988814,0,1,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.55,187.45,1,1,86,5512,14,At Risk
1450,142,95709,38.748316,-120.675512,0,0,0,0,4,1,0,0,0,2,0,0,2,2,0,1,0,68.65,261.25,1,1,76,5274,7,At Risk
4526,281,95714,39.197215,-120.83679,1,0,0,0,4,1,0,1,0,0,0,0,2,0,0,0,2,77.85,299.2,1,1,65,2140,7,Dormant
3564,285,95721,38.851842,-120.076204,1,0,0,0,3,1,2,1,0,2,2,0,2,2,0,1,0,105.35,323.25,1,1,65,3662,7,Dormant
4956,791,95726,38.733908,-120.453416,0,0,0,0,8,1,2,1,0,0,0,0,2,0,0,1,2,87.05,762.1,1,1,69,2545,17,Dormant
1642,1075,95736,39.00978,-120.978273,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,3,53.5,53.5,1,1,80,5094,18,At Risk
4282,382,95746,38.749466,-121.184196,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.1,25.1,1,1,79,4769,19,At Risk
2971,855,95814,38.584505,-121.491956,1,1,1,0,30,1,0,1,0,2,2,0,0,0,0,1,3,79.65,2365.15,1,1,73,2174,10,Dormant
352,855,95818,38.556306,-121.495817,0,0,0,0,5,1,0,0,2,0,0,2,0,0,0,0,2,54.2,308.25,1,1,78,5476,14,At Risk
6481,855,95819,38.567594,-121.437507,0,1,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,19.45,19.45,1,1,78,3848,11,At Risk
6230,855,95827,38.549185,-121.328386,1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,2,103.4,7372.65,1,1,83,5055,9,At Risk
3394,855,95831,38.494832,-121.529447,0,0,0,0,13,1,2,1,0,2,2,0,0,0,0,1,2,84.45,1058.6,1,1,74,5801,12,Dormant
3769,855,95835,38.685069,-121.543709,0,1,1,0,32,1,2,1,0,0,0,0,2,0,0,1,1,85.95,2628.6,1,1,74,2431,8,Dormant
6128,855,95838,38.646096,-121.442433,0,1,0,0,16,1,0,0,0,0,0,2,2,0,0,0,2,59.4,1023.9,1,1,87,5556,17,At Risk
989,64,95903,39.125311,-121.392283,0,0,0,0,29,0,1,0,0,2,0,0,0,0,0,1,2,30.6,856.35,1,1,77,3615,18,At Risk
3369,126,95920,39.449794,-121.936372,0,1,0,0,38,1,2,1,0,0,0,2,2,2,0,1,2,99.55,3734.25,1,1,100,3474,19,At Risk
2728,147,95922,39.432127,-121.099287,0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70,1144.5,1,1,70,4390,10,Dormant
3585,182,95925,39.461768,-121.195825,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.3,45.3,1,1,86,2293,14,At Risk
786,185,95926,39.745712,-121.84333,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,29.85,75.6,1,1,95,4268,7,At Risk
4003,200,95930,39.562239,-121.14836,1,1,0,0,2,1,0,1,0,2,2,2,0,2,0,1,1,95.1,180.25,1,1,90,4486,7,At Risk
3451,211,95932,39.273096,-122.050763,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.8,19.8,1,1,96,5600,7,At Risk
2022,270,95936,39.578792,-120.780786,0,0,0,0,4,1,0,1,0,2,0,0,0,0,0,1,0,76.65,333.6,1,1,97,4580,13,At Risk
2966,278,95937,38.931425,-121.946081,0,0,1,0,5,1,0,1,0,2,0,2,2,2,0,1,3,99.15,465.05,1,1,74,2283,13,Dormant
2112,383,95949,39.099204,-121.137962,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3,44.95,431,1,1,66,5023,2,Dormant
5261,393,95950,39.033058,-121.895718,1,0,1,0,18,1,0,0,0,0,2,0,0,0,0,1,3,49.55,878.35,1,1,97,2815,4,At Risk
5952,734,95968,39.435756,-121.552071,1,0,0,0,25,1,0,1,0,2,0,0,2,2,0,1,2,95.9,2448.75,1,1,68,2241,5,Dormant
5245,806,95971,39.971228,-121.041166,1,1,1,0,17,1,0,1,0,0,0,0,0,2,0,0,0,81.5,1329.2,1,1,79,3443,3,At Risk
1959,851,95975,39.225634,-121.156163,1,0,1,0,52,1,0,1,2,0,0,0,2,0,0,0,2,84.1,4348.65,1,1,75,6216,2,Dormant
5603,990,95982,39.172777,-121.805845,1,1,1,0,3,0,1,0,0,0,0,0,2,0,0,1,3,36.45,93.7,1,1,89,3766,2,At Risk
6980,1036,95984,40.022184,-121.062384,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.05,25.05,1,1,65,4842,4,Dormant
398,1099,95988,39.493991,-122.286363,0,0,0,0,8,1,0,0,2,0,0,0,0,0,0,1,2,49.85,365.55,1,1,75,2269,4,Dormant
4539,3,96006,41.171578,-120.913161,0,1,1,0,43,0,1,0,0,2,2,0,2,2,0,0,1,55.55,2342.2,1,1,85,2573,4,At Risk
2463,78,96009,41.083464,-121.107929,0,0,1,0,22,1,0,0,0,2,0,0,2,2,1,1,0,69.5,1498.2,1,1,94,5922,5,At Risk
608,123,96013,40.946785,-121.719489,1,0,1,0,54,1,2,1,0,2,2,0,2,2,0,1,2,104.3,5278.15,1,1,77,4019,5,At Risk
5789,265,96023,41.949216,-122.050062,0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.85,93.85,1,1,78,3014,5,At Risk
5156,345,96032,41.5837,-122.935922,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,3,50.45,50.45,1,1,75,2426,3,Dormant
2825,413,96041,40.547857,-123.187265,0,0,0,0,7,1,2,0,0,0,0,2,2,2,0,1,2,74.65,521.1,1,1,67,4612,3,Dormant
3920,485,96050,41.816595,-122.948287,0,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,94.2,1046.1,1,1,73,3975,17,Dormant
6253,626,96063,40.408796,-121.579609,0,0,1,0,54,1,2,1,2,2,0,0,2,2,1,0,0,106.55,5763.3,1,1,90,4893,18,At Risk
2199,636,96064,41.759864,-122.379175,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.1,20.1,1,1,80,5747,19,At Risk
311,698,96069,40.689243,-122.037023,0,0,1,0,23,1,0,1,0,2,2,2,0,0,0,0,2,83.8,1900.25,1,1,80,5737,10,At Risk
6226,710,96071,40.656287,-121.428965,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,3,55.15,159.15,1,1,78,5698,14,At Risk
5523,749,96074,39.884395,-122.587513,1,1,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,86.65,856.65,1,1,84,4990,11,At Risk
6837,819,96080,40.186772,-122.388361,0,1,0,0,37,1,2,1,2,2,0,0,2,2,0,1,0,106.75,4056.75,1,1,92,5849,9,At Risk
2929,1073,96093,40.759401,-122.939337,1,0,0,0,31,1,0,1,0,2,0,2,0,0,0,1,2,78.45,2435.15,1,1,72,3091,12,Dormant
3908,1093,96096,40.637105,-121.906949,0,0,1,0,34,1,2,1,0,0,2,0,2,0,0,0,2,87.45,2874.15,1,1,98,3358,8,At Risk
6845,91,96103,39.783747,-120.661032,1,0,1,0,29,1,0,1,0,0,0,0,0,0,0,1,2,70.75,1974.8,1,1,73,2663,17,Dormant
2743,271,96109,40.012675,-120.101857,1,1,1,0,12,1,2,1,0,2,0,0,2,2,0,1,2,101.35,1218.55,1,1,68,3967,18,Dormant
4815,282,96110,41.280341,-120.150381,1,0,0,0,1,1,2,1,2,0,0,0,0,0,0,1,2,81.7,81.7,1,1,83,5574,19,At Risk
5059,342,96112,41.932207,-120.135941,1,0,0,0,33,1,0,1,0,0,0,0,0,0,0,0,2,68.25,2171.15,1,1,100,5647,10,At Risk
2952,509,96115,41.729079,-120.225025,0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,1,2,79.15,317.25,1,1,68,5762,14,Dormant
2321,935,96125,39.600599,-120.636358,1,1,0,0,35,1,2,1,0,0,0,0,2,2,0,1,2,95.45,3474.05,1,1,91,2080,7,At Risk
4119,937,96126,39.559709,-120.345639,1,0,1,0,19,1,2,1,0,0,0,2,2,2,1,1,2,100.95,1875.55,1,1,73,4072,7,Dormant
736,1089,96137,40.271535,-121.018087,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,69.1,69.1,1,1,92,4779,7,At Risk
1804,995,96148,39.24124,-120.054765,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,69.6,1,1,74,2151,15,Dormant
5519,958,96150,38.911577,-120.106169,1,0,0,0,31,1,2,1,0,2,2,0,2,2,1,1,2,103.45,3066.45,1,1,65,5387,16,Dormant
5530,1028,96161,39.342498,-120.247127,0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,0,77.95,305.55,1,1,89,5365,17,At Risk
6966,562,90007,34.027337,-118.28515,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.45,78.45,1,1,67,2139,18,Dormant
3535,562,90016,34.028331,-118.354338,1,0,0,0,10,0,1,0,0,0,2,0,0,0,0,0,3,29.5,255.25,1,1,69,3797,19,Dormant
2718,562,90017,34.052842,-118.264495,0,0,0,0,2,1,0,0,2,0,0,0,2,2,0,1,2,70.75,146.9,1,1,72,3257,10,Dormant
5722,562,90020,34.066367,-118.309868,0,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,84.45,762.5,1,1,95,3543,14,At Risk
478,562,90023,34.017697,-118.200577,1,0,0,0,4,1,2,1,0,0,0,0,0,2,0,1,2,85.65,338.9,1,1,87,2330,11,At Risk
5438,562,90024,34.066303,-118.435479,1,1,0,0,38,1,0,0,0,2,2,2,2,0,1,1,1,70.15,2497.35,1,1,82,2645,9,At Risk
5887,562,90028,34.099869,-118.326843,1,1,0,0,51,1,2,1,0,0,2,0,2,2,0,1,2,97.8,4913.3,1,1,81,6204,12,At Risk
5377,562,90031,34.085807,-118.206617,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,46.3,46.3,1,1,73,3017,8,Dormant
221,562,90033,34.050198,-118.210946,0,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,106.3,4443.45,1,1,85,5383,17,At Risk
1042,562,90037,34.002642,-118.287596,0,0,0,0,12,1,0,1,0,0,2,2,0,2,0,1,2,89.4,1095.65,1,1,79,5047,18,At Risk
4270,562,90039,34.110845,-118.259595,0,1,0,0,5,1,2,1,0,0,0,0,2,0,0,1,1,83.15,446.05,1,1,96,2516,19,At Risk
4501,562,90043,33.988543,-118.334081,1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,3,74.15,811.8,1,1,90,4231,10,At Risk
612,562,90048,34.072945,-118.37267,0,0,1,0,11,1,2,1,0,0,2,0,2,2,0,1,2,99.5,1056.95,1,1,84,5286,14,At Risk
5443,562,90049,34.091829,-118.491244,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.15,44.15,1,1,97,4773,7,At Risk
769,562,90056,33.987945,-118.370442,0,0,0,0,16,1,0,0,0,2,0,2,0,0,0,1,3,53.9,834.15,1,1,65,5091,7,Dormant
6444,562,90057,34.061918,-118.277939,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,3,85.45,85.45,1,1,100,2318,17,At Risk
1528,562,90062,34.003553,-118.308933,0,0,1,1,4,1,2,0,0,0,0,0,0,0,0,0,3,50.85,239.55,1,1,90,5386,18,At Risk
2735,562,90063,34.044271,-118.185237,0,0,0,1,1,1,0,0,0,0,2,0,0,2,0,0,2,59.2,59.2,1,1,65,5020,19,Dormant
472,562,90066,34.002028,-118.430656,1,0,0,0,13,1,0,1,0,0,2,0,2,0,0,1,2,83.2,1060.6,1,1,86,4028,10,At Risk
2559,562,90068,34.137411,-118.328915,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,2,54.9,54.9,1,1,89,2833,14,At Risk
3922,562,90071,34.052917,-118.255178,0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,2,103.9,2254.2,1,1,91,3769,11,At Risk
3491,213,90221,33.885811,-118.206459,0,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,3,19.25,180.3,1,1,69,5638,9,Dormant
1725,237,90230,33.993991,-118.39704,0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,75.45,158.4,1,1,65,3350,12,Dormant
5370,237,90232,34.019323,-118.391902,0,1,0,0,2,1,0,0,2,2,0,0,0,0,0,0,3,54.85,104.2,1,1,96,3016,8,At Risk
3672,362,90248,33.876482,-118.284077,1,1,1,0,1,1,2,1,0,0,0,0,2,2,0,1,2,95.1,95.1,1,1,70,5795,17,Dormant
5815,423,90254,33.86532,-118.396336,1,0,1,0,6,1,2,1,0,0,0,0,0,0,0,1,2,75.5,438,1,1,88,5838,18,At Risk
3200,442,90255,33.97803,-118.217141,0,0,1,0,4,1,0,1,0,0,2,0,0,0,0,1,2,73.75,325.45,1,1,83,5026,19,At Risk
5328,525,90260,33.88856,-118.351813,1,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,96.05,1148.1,1,1,89,2577,10,At Risk
3496,453,90302,33.975332,-118.355252,0,0,0,0,4,1,2,1,0,2,0,0,0,2,0,1,2,88.95,355.2,1,1,72,5948,14,Dormant
1432,906,90403,34.031529,-118.491156,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,1,50.7,151.3,1,1,90,4930,7,At Risk
3471,906,90405,34.005439,-118.477507,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,53.4,188.7,1,1,65,2755,7,Dormant
5023,1019,90501,33.833699,-118.314387,1,1,1,0,53,1,2,1,0,2,0,0,2,2,0,1,2,101.9,5549.4,1,1,94,5884,17,At Risk
1113,1019,90505,33.807882,-118.347957,0,0,1,0,68,1,2,1,0,0,0,0,2,0,1,1,2,83,5685.8,1,1,86,4714,18,At Risk
2044,120,90621,33.874224,-117.993368,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,50.6,50.6,1,1,82,3677,19,At Risk
2884,498,90623,33.850504,-118.039892,1,0,0,0,10,1,0,1,0,0,0,0,2,2,0,1,2,89.5,863.1,1,1,84,4206,10,At Risk
3142,493,90631,33.940619,-117.9513,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.8,69.8,1,1,90,4154,14,At Risk
6183,640,90640,34.015217,-118.109962,1,1,1,0,51,1,2,1,2,0,2,0,2,0,0,1,0,93.8,4750.95,1,1,83,4788,11,At Risk
1668,903,90670,33.933565,-118.062611,1,0,1,0,24,1,2,1,0,0,2,0,2,2,0,1,2,101.05,2391.8,1,1,66,4766,9,Dormant
4220,518,90712,33.840524,-118.148403,1,0,1,0,18,1,2,1,0,0,0,0,2,2,0,1,2,94.7,1687.95,1,1,72,2206,12,Dormant
625,518,90713,33.847755,-118.112532,1,1,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,104.15,7689.95,1,1,74,5925,8,Dormant
4213,987,90742,33.719221,-118.073596,1,0,1,1,4,1,0,0,0,0,0,2,0,2,0,0,1,61.45,229.55,1,1,83,2131,17,At Risk
5173,556,90804,33.783047,-118.1486,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,90.55,90.55,1,1,89,3898,18,At Risk
198,556,90807,33.830099,-118.182239,0,0,0,0,26,1,0,1,0,0,0,0,2,2,0,1,0,88.8,2274.35,1,1,82,4910,19,At Risk
2696,556,90814,33.771612,-118.143866,1,0,0,0,7,1,2,1,0,0,0,0,0,2,0,1,3,85.2,602.55,1,1,86,3905,10,At Risk
5972,36,91007,34.128284,-118.047732,1,1,0,0,5,1,0,1,0,0,0,0,2,2,0,1,2,91.4,449.75,1,1,78,2834,14,At Risk
5386,959,91030,34.110444,-118.156957,1,0,1,0,42,1,2,1,0,0,2,2,2,2,0,1,0,106.15,4512.7,1,1,93,2265,7,At Risk
5856,748,91105,34.13946,-118.166649,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,3,45.3,196.95,1,1,99,3443,7,At Risk
4413,371,91203,34.153338,-118.262974,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,1,73.25,131.05,1,1,78,2919,17,At Risk
5500,371,91208,34.195386,-118.238508,1,0,1,1,8,1,0,0,0,0,2,0,0,0,0,1,2,51.05,415.05,1,1,77,3758,18,At Risk
3957,149,91303,34.19829,-118.602203,0,0,1,0,9,1,2,1,0,0,0,0,2,0,0,1,0,85.35,754.65,1,1,95,2445,19,At Risk
3518,149,91304,34.224377,-118.632656,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.35,75.35,1,1,92,4403,10,At Risk
5493,183,91311,34.294142,-118.603883,1,0,0,0,43,1,0,1,2,0,0,0,0,0,0,1,2,75.2,3198.6,1,1,68,4673,14,Dormant
289,306,91316,34.150354,-118.518292,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,20.9,1,1,97,5527,11,At Risk
5374,1045,91355,34.43987,-118.644609,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,43.3,123.65,1,1,91,4849,9,At Risk
514,997,91356,34.157137,-118.548511,1,0,1,0,70,1,0,1,2,2,2,2,2,2,1,1,0,109.5,7534.65,1,1,82,6136,12,At Risk
3299,968,91381,34.364153,-118.615583,0,1,0,0,11,1,2,1,0,0,0,0,0,2,0,1,1,84.8,906.85,1,1,67,5118,8,Dormant
4165,170,91384,34.506627,-118.699048,0,1,1,0,50,1,2,1,0,2,2,0,2,0,0,1,2,95.05,4888.7,1,1,92,5863,17,At Risk
6369,1053,91401,34.178483,-118.431791,1,1,0,0,5,1,0,0,0,0,2,0,0,0,0,0,2,50.35,237.25,1,1,81,4618,18,At Risk
2634,743,91402,34.223768,-118.445461,1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,1,0,74.6,74.6,1,1,75,5861,19,Dormant
1602,931,91403,34.147149,-118.463365,1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,1,3,19.7,342.4,1,1,82,3438,10,At Risk
6659,931,91423,34.146957,-118.432138,0,0,0,0,15,1,0,0,0,0,2,0,0,2,0,1,2,59.45,892.65,1,1,68,5129,14,Dormant
1466,121,91501,34.188339,-118.300942,0,0,0,0,46,1,0,1,2,2,0,2,2,2,1,1,0,105.2,4822.85,1,1,99,3322,7,At Risk
1510,688,91601,34.1692,-118.372498,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,3,45.15,438.4,1,1,100,3721,7,At Risk
6301,1051,91607,34.165783,-118.399795,1,0,1,0,31,1,2,1,0,2,2,0,2,0,0,0,2,93.8,3019.5,1,1,79,4115,7,At Risk
659,193,91711,34.127621,-117.717863,1,0,0,0,32,1,0,1,0,0,0,2,2,2,0,1,2,96.2,3183.4,1,1,93,3606,1,At Risk
5379,229,91722,34.097345,-117.906736,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,79.6,79.6,1,1,94,3108,6,At Risk
4485,292,91731,34.079934,-118.046695,1,0,0,0,20,1,2,1,0,0,0,0,2,0,0,1,2,85.25,1734.5,1,1,92,2414,13,At Risk
4261,372,91741,34.14649,-117.849815,1,0,0,0,26,1,2,1,0,0,0,2,0,0,0,1,2,80.5,2088.8,1,1,72,2729,13,Dormant
1111,499,91744,34.031441,-117.936436,1,1,0,0,5,1,2,1,0,2,0,0,0,2,0,1,2,89.8,502.6,1,1,88,2960,13,At Risk
3017,853,91748,33.976753,-117.897367,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,50.75,50.75,1,1,93,5355,2,At Risk
1137,627,91752,33.999992,-117.535395,0,0,1,0,14,1,0,1,0,2,0,2,0,2,0,1,1,89.65,1208.35,1,1,98,2504,4,At Risk
5338,792,91767,34.083086,-117.737997,1,0,0,0,36,1,0,0,0,2,0,2,0,2,1,1,3,65.4,2498.4,1,1,71,5220,7,Dormant
160,870,91773,34.102119,-117.815532,0,0,0,1,9,1,0,0,0,0,2,2,2,2,0,1,3,72.9,651.4,1,1,65,3585,3,Dormant
6157,1065,91789,34.018354,-117.85492,1,0,0,0,5,0,1,0,2,0,2,2,0,0,0,0,3,40,223.45,1,1,80,3125,2,At Risk
4404,1079,91790,34.066964,-117.937007,1,1,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.45,919.4,1,1,93,2313,2,At Risk
82,12,91803,34.074736,-118.145959,0,0,0,0,2,1,0,1,2,2,0,2,0,0,0,1,2,86.25,181.65,1,1,94,3529,4,At Risk
4345,16,91901,32.827184,-116.703729,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,45.65,1,1,78,4689,4,At Risk
6716,100,91902,32.67117,-117.00232,1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,1,3,70.1,551.35,1,1,75,2899,4,Dormant
1549,145,91906,32.673483,-116.472863,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,70.2,115.95,1,1,67,2767,5,Dormant
2557,191,91910,32.636792,-117.054989,0,0,0,0,3,1,0,0,2,2,0,0,0,0,0,0,2,55.35,165.2,1,1,65,5787,5,Dormant
6083,191,91915,32.605012,-116.97595,1,1,1,0,51,1,2,1,0,2,2,0,0,0,0,1,2,84.2,4146.05,1,1,74,6245,5,Dormant
1038,399,91931,32.857946,-116.561917,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,45.85,81,1,1,81,3843,3,At Risk
2245,496,91942,32.782501,-117.01611,1,0,0,0,39,1,2,1,0,0,0,0,0,0,0,0,2,75.25,3017.65,1,1,96,4696,3,At Risk
1789,655,91948,32.830852,-116.444601,0,0,0,0,12,1,2,1,0,0,2,0,2,2,0,1,0,100.15,1164.3,1,1,96,3682,17,At Risk
4900,962,91978,32.730264,-116.950963,1,1,1,0,26,1,2,1,0,2,2,0,2,2,0,0,2,105.75,2710.25,1,1,100,3157,18,At Risk
2337,101,92003,33.290907,-117.202895,0,1,1,0,18,0,1,0,0,0,2,0,2,2,0,1,2,48.35,810.7,1,1,92,2167,19,At Risk
2040,158,92009,33.098018,-117.258203,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,3,24.4,36.55,1,1,91,2635,10,At Risk
7037,318,92028,33.362575,-117.299644,0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,0,20.95,85.5,1,1,85,5822,14,At Risk
1876,308,92029,33.079834,-117.134275,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,1,2,49.55,49.55,1,1,76,4989,11,At Risk
2866,706,92057,33.254497,-117.285879,1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,20.25,178.5,1,1,98,3361,9,At Risk
5369,733,92059,33.384345,-117.072619,0,1,1,0,2,1,0,0,0,2,0,0,0,0,0,0,1,50.15,115.1,1,1,78,5461,12,At Risk
1205,752,92061,33.313828,-116.940501,1,1,1,0,29,1,2,1,0,2,2,0,0,2,0,1,2,95.9,2745.2,1,1,95,2151,8,At Risk
412,1062,92084,33.22784,-117.200024,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25,25.25,1,1,87,4628,17,At Risk
4548,869,92108,32.774046,-117.142454,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,2,45.15,416.45,1,1,73,3757,18,Dormant
2234,869,92113,32.697098,-117.116587,0,0,1,0,50,1,2,1,0,0,0,0,2,0,0,1,0,84.4,4116.15,1,1,80,5135,19,At Risk
6234,221,92118,32.68674,-117.186612,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.1,75.1,1,1,83,4335,10,At Risk
6599,869,92119,32.802959,-117.027095,0,0,1,0,54,1,2,0,0,0,0,0,2,2,1,1,1,70.15,3715.65,1,1,95,4596,14,At Risk
1168,869,92120,32.807867,-117.060993,1,0,0,0,42,1,2,1,0,2,0,0,2,2,0,1,2,101.75,4273.45,1,1,66,5545,7,Dormant
5559,869,92121,32.898613,-117.202937,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.8,45.8,1,1,78,5973,7,At Risk
855,869,92127,33.017518,-117.118456,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.1,20.1,1,1,95,4933,7,At Risk
568,869,92128,33.000269,-117.072093,1,0,1,0,9,0,1,0,0,0,0,2,2,0,0,0,3,40.65,328.95,1,1,98,4800,15,At Risk
3094,869,92129,32.961064,-117.134917,1,1,1,0,46,1,2,1,0,0,2,0,2,2,0,1,2,101,4680.05,1,1,88,2436,16,At Risk
2601,869,92130,32.957195,-117.202542,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.1,69.1,1,1,82,5795,2,At Risk
4173,896,92173,32.555828,-117.040073,0,0,0,0,13,1,2,1,0,0,0,0,0,0,0,1,3,75,999.45,1,1,68,2189,4,Dormant
4859,452,92201,33.713891,-116.237257,1,0,1,0,19,1,0,1,0,2,0,2,2,2,1,0,0,100,1888.65,1,1,71,2608,5,Dormant
6670,451,92210,33.537646,-116.291089,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.15,71.15,1,1,85,5287,3,At Risk
4289,735,92211,33.762759,-116.324817,0,0,0,0,24,0,1,0,0,2,2,0,2,2,0,1,1,54.15,1240.25,1,1,95,5153,2,At Risk
789,109,92227,33.03933,-115.191857,0,0,1,0,67,1,2,1,2,0,2,2,2,2,2,1,1,108.75,7156.2,1,1,90,5516,2,At Risk
2194,131,92231,32.690654,-115.431225,0,0,1,0,6,1,0,0,0,0,0,2,0,0,0,1,2,49.15,270.8,1,1,86,5271,4,At Risk
3984,257,92239,33.889605,-115.257009,1,0,0,1,20,1,0,2,1,1,1,1,1,1,0,1,2,19.4,374.5,1,1,86,3785,4,At Risk
3389,258,92241,33.832799,-116.250973,0,1,0,0,20,1,2,1,2,0,0,0,0,0,0,1,2,79.15,1520.9,1,1,95,4997,4,At Risk
4943,689,92258,33.906496,-116.569499,1,1,1,0,46,1,0,1,0,0,0,0,0,2,0,1,2,80.4,3605.2,1,1,75,4876,5,Dormant
4747,736,92262,33.839989,-116.659215,0,0,1,0,11,1,2,1,0,2,0,0,2,2,0,1,2,102,1145.35,1,1,88,5750,5,At Risk
1960,812,92270,33.763678,-116.429928,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.65,38.7,1,1,83,3845,5,At Risk
661,1012,92276,33.849263,-116.382778,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.8,70.8,1,1,73,3901,3,Dormant
1323,1038,92277,34.17211,-115.769773,1,0,0,0,16,1,2,1,0,0,0,2,0,2,0,1,1,89.05,1448.6,1,1,87,5953,3,At Risk
